"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition"
2124,50,6,52,6240,2,2,4,4,1,5,1,4,3,3,1,1,7,5,1939,1950,2,1,13,15,3,1,4,5,1,5,5,3,6,300,4,240,449,989,1,5,2,4,1245,764,0,2009,0,0,2,0,4,1,5,7,4,1,3,6,1939,4,2,400,5,6,3,0,20,0,0,0,0,3,3,2,0,1,2008,10,5
2125,70,6,51,6120,2,2,4,4,1,5,1,18,1,3,1,5,5,5,1923,1950,3,1,13,15,3,1,4,5,1,5,5,4,4,203,7,0,897,1100,1,5,2,4,1226,676,0,1902,0,0,2,0,4,1,5,7,8,0,4,6,1960,4,2,576,5,6,3,0,139,55,0,0,0,3,5,2,0,10,2008,10,5
2126,50,5,60,9144,2,3,4,4,1,5,1,4,3,3,1,1,6,4,1915,2004,2,1,12,14,3,1,4,3,1,5,5,4,7,0,7,0,810,810,1,1,2,4,1170,546,0,1716,0,0,2,0,4,1,3,8,8,0,4,6,1970,4,2,672,5,6,3,0,195,0,0,0,0,3,5,2,0,3,2008,10,5
2127,60,6,57,8094,2,1,4,4,1,5,1,18,3,3,2,4,6,8,1910,1983,2,1,13,15,3,1,4,5,3,5,5,3,6,196,7,0,1046,1242,1,3,2,4,1242,742,0,1984,0,0,2,0,5,1,5,8,8,0,4,6,0,2,1,360,3,4,3,64,0,180,0,0,0,3,3,4,1000,9,2008,10,5
2128,50,6,63,4347,2,2,4,4,1,5,1,18,3,3,1,1,6,8,1910,1950,3,1,8,9,3,1,3,5,1,3,2,4,7,0,7,0,796,796,1,1,2,4,825,784,0,1609,0,0,1,0,3,1,5,7,8,0,4,6,1910,4,1,228,1,2,1,0,182,0,0,0,0,3,5,2,0,6,2008,10,5
2129,30,6,0,6291,1,2,1,4,1,5,1,10,8,3,1,3,6,6,1930,1950,2,1,11,16,3,1,3,3,1,5,5,4,7,0,7,0,768,768,1,5,2,4,768,0,0,768,0,0,1,0,1,1,5,4,8,0,4,6,1930,4,2,440,5,6,1,0,0,84,0,0,0,3,5,2,0,7,2008,10,5
2130,70,6,60,10266,2,2,4,4,1,5,1,10,3,3,1,5,6,6,1952,1952,2,1,8,9,3,1,4,5,2,5,5,4,6,372,7,0,396,768,1,5,2,1,768,768,0,1536,0,0,1,1,4,1,5,7,8,0,4,6,1952,4,1,308,5,6,3,0,216,80,0,0,0,3,5,2,0,5,2008,1,1
2131,50,6,60,6876,2,2,4,1,1,5,1,10,3,3,1,1,6,6,1938,1958,2,1,13,15,3,1,4,5,1,5,5,4,7,0,7,0,1272,1272,1,5,2,4,1272,0,697,1969,0,0,2,0,4,1,5,9,3,1,3,6,1938,4,2,400,5,6,3,0,34,0,0,0,0,3,5,2,0,11,2008,1,5
2132,50,6,0,10320,2,1,4,4,1,5,1,10,3,3,1,1,5,6,1915,1978,2,1,7,7,3,1,4,2,1,5,1,4,7,0,7,0,880,880,1,3,2,4,880,428,0,1308,0,0,2,0,2,1,5,6,8,0,4,6,1950,4,2,400,1,2,3,0,0,117,0,0,0,3,5,2,0,4,2008,10,5
2133,30,6,60,7200,2,2,4,4,1,1,1,10,3,3,1,3,6,7,1925,1992,2,1,12,14,3,1,4,5,2,5,5,4,7,0,7,0,1040,1040,1,3,2,4,1040,0,0,1040,0,0,1,0,2,1,5,5,8,0,4,6,1993,4,2,320,5,6,3,0,132,0,0,0,0,3,5,2,0,7,2008,10,5
2134,50,6,62,7006,2,2,4,4,1,5,1,10,3,3,1,1,6,6,1925,1950,2,1,11,13,3,1,4,5,3,5,5,4,6,121,7,0,647,768,1,5,2,4,788,448,0,1236,1,0,2,0,3,1,5,6,8,1,3,6,1985,4,1,384,5,6,3,0,0,0,0,0,0,3,3,2,0,8,2008,10,4
2135,30,6,60,10320,2,2,4,4,1,5,1,10,8,3,1,3,5,8,1912,1991,2,1,13,15,3,1,4,5,1,2,5,4,7,0,7,0,451,451,1,5,2,4,759,0,0,759,0,0,1,0,1,1,5,5,8,0,4,6,1997,4,2,576,5,6,1,40,0,0,0,0,0,3,5,2,0,8,2008,3,4
2136,190,6,60,10320,2,1,4,4,1,5,1,10,3,3,2,5,3,3,1915,1950,2,1,2,2,3,1,2,2,3,5,1,4,7,0,7,0,536,536,1,1,1,2,808,536,0,1344,0,0,2,0,3,2,5,8,8,0,4,7,0,2,0,0,3,4,1,42,0,204,0,0,0,3,5,2,0,5,2008,10,5
2137,20,5,82,9488,2,2,4,4,1,5,1,19,2,3,1,3,5,6,1947,1993,2,1,12,14,3,1,3,5,2,5,5,4,7,0,7,0,1046,1046,1,3,1,4,1054,0,0,1054,0,0,1,0,3,1,5,6,8,0,4,6,1947,4,1,240,5,6,3,0,60,122,0,0,0,3,5,2,0,9,2008,10,1
2138,85,5,0,11235,2,2,4,4,1,1,1,19,2,3,1,6,5,6,1963,1963,2,1,7,15,3,1,4,5,2,3,5,1,1,784,7,0,197,981,1,5,2,4,1075,0,0,1075,1,0,1,0,3,1,3,6,8,0,4,6,1996,4,2,440,5,6,3,64,0,0,0,64,0,3,3,2,0,5,2008,10,1
2139,80,5,80,13014,2,2,4,4,1,5,1,19,3,3,1,7,6,5,1978,1978,2,1,7,11,2,16,4,5,2,5,5,1,1,528,7,0,480,1008,1,5,2,4,1096,0,0,1096,1,0,1,0,3,1,5,6,8,1,2,2,1978,4,2,484,5,6,3,168,0,0,0,0,0,3,5,2,0,12,2008,10,5
2140,20,5,68,10265,2,2,1,4,1,5,1,19,3,3,1,3,5,7,1967,2005,2,1,7,7,3,1,4,2,2,5,5,4,1,758,7,0,234,992,1,1,2,4,992,0,0,992,1,0,1,0,3,1,3,6,8,0,4,2,1967,3,1,294,5,6,3,204,0,0,0,0,0,3,3,4,600,7,2008,10,5
2141,85,5,0,7703,2,2,1,4,1,2,1,19,3,3,1,6,6,8,1978,1978,2,1,7,7,1,17,4,5,2,3,5,2,1,450,7,0,0,450,1,1,2,4,1034,0,0,1034,0,1,1,0,3,1,5,6,8,1,5,3,1978,1,2,504,5,6,3,311,0,0,0,0,0,3,2,2,0,5,2008,10,5
2142,20,5,0,9981,2,2,1,4,1,1,1,19,3,3,1,3,5,5,1967,1967,2,1,8,9,2,201,4,5,2,5,5,3,2,221,7,0,852,1073,1,3,2,4,1073,0,0,1073,0,0,1,0,3,1,5,6,8,0,4,2,1967,3,1,270,5,6,3,0,90,0,0,0,0,3,3,2,0,3,2008,10,5
2143,85,5,0,7400,2,2,1,4,1,2,1,19,3,3,1,6,5,5,1984,1984,2,1,12,14,3,1,4,5,3,3,5,1,4,104,1,956,0,1060,1,5,2,4,1126,0,0,1126,1,0,1,0,2,1,5,5,8,0,4,2,1984,4,2,506,5,6,3,178,0,0,0,0,0,3,5,2,0,3,2008,10,5
2144,190,5,60,12900,2,2,4,4,1,5,1,19,2,3,2,3,5,4,1920,1950,2,1,4,13,3,1,4,5,3,5,1,4,2,1300,7,0,0,1300,1,2,2,4,1140,0,0,1140,1,0,1,0,3,1,5,6,8,0,4,5,1920,4,2,400,5,6,3,0,0,190,0,0,0,3,5,2,0,1,2008,10,3
2145,20,5,94,9239,2,2,4,4,1,5,1,19,2,3,1,3,5,8,1963,2003,2,1,12,14,3,1,4,3,2,5,5,4,3,634,7,0,326,960,1,1,2,4,960,0,0,960,1,0,1,0,3,1,3,6,8,0,4,2,1963,1,1,300,5,6,3,168,0,0,0,0,0,3,5,2,0,5,2008,10,5
2146,20,5,88,14175,2,2,4,4,1,5,1,19,4,3,1,3,6,8,1956,1956,2,1,7,7,3,1,4,5,2,5,2,2,3,776,7,0,212,988,1,5,2,1,1188,0,0,1188,1,0,1,0,1,1,5,4,8,1,6,2,1956,4,2,621,5,6,3,102,89,231,0,0,0,3,5,2,0,6,2008,10,5
2147,190,5,0,10532,2,2,4,4,1,1,1,5,3,3,1,3,5,3,1960,1960,1,2,10,11,4,170,4,5,2,5,5,3,6,988,7,0,0,988,1,3,2,4,1721,0,0,1721,1,0,2,0,3,1,5,7,5,2,6,3,1960,4,2,626,5,6,3,50,84,0,0,0,0,3,5,2,0,12,2008,10,1
2148,50,5,63,8375,2,2,4,4,1,1,1,19,3,3,1,1,5,7,1941,1973,2,1,13,15,3,1,4,5,1,5,5,4,1,336,7,0,240,576,1,3,2,4,864,486,0,1350,1,0,1,1,2,1,3,6,3,0,4,1,1973,4,3,627,5,6,1,0,0,0,0,0,0,3,3,2,0,6,2008,10,5
2149,80,5,0,10200,2,2,4,4,1,5,1,19,3,3,1,7,5,8,1970,1970,4,1,7,7,3,1,4,3,3,3,5,1,1,704,7,0,160,864,1,1,2,4,904,0,0,904,0,0,1,0,3,1,3,5,8,0,4,1,1979,4,3,912,5,6,3,143,0,0,0,0,0,3,3,2,0,6,2008,10,5
2150,20,5,82,20270,2,2,1,4,1,2,1,5,3,3,1,3,7,6,1979,1979,2,1,10,11,3,1,4,5,2,3,5,2,3,599,7,0,925,1524,1,5,2,4,1524,0,0,1524,1,0,2,0,3,1,5,7,8,2,3,2,1979,1,2,478,5,6,3,140,0,0,0,0,0,3,5,2,0,4,2008,10,5
2151,50,5,50,5190,2,2,4,4,1,5,1,8,3,3,1,1,7,5,1948,1950,2,1,4,11,3,1,4,5,2,5,5,4,7,0,7,0,570,570,1,5,2,4,617,462,0,1079,0,0,1,0,2,1,5,5,8,1,3,2,1948,4,1,249,5,6,3,135,0,0,0,0,0,3,5,2,0,1,2008,10,5
2152,30,5,85,19550,2,2,4,4,1,5,1,8,3,3,1,3,5,7,1940,2007,1,2,9,10,3,1,4,5,3,5,5,2,1,1035,7,0,545,1580,1,1,2,4,1518,0,0,1518,1,0,1,0,2,1,2,5,8,2,3,7,0,2,0,0,3,4,3,0,39,0,0,0,0,3,5,2,0,1,2008,10,5
2153,20,5,68,9571,2,2,4,4,1,5,1,8,3,3,1,3,5,6,1956,1956,4,1,13,15,3,1,4,5,2,5,5,1,6,870,7,0,639,1509,1,5,2,1,1509,0,0,1509,1,0,1,0,3,1,3,6,8,1,6,2,1956,4,1,322,5,6,3,158,0,0,0,576,0,3,3,2,0,7,2008,10,5
2154,90,5,50,9350,2,2,4,4,1,5,1,8,3,3,3,6,5,5,1975,1975,2,1,7,7,3,1,4,5,3,3,5,1,3,864,7,0,0,864,1,2,1,4,864,0,0,864,1,0,1,0,2,1,5,4,8,0,4,7,0,2,0,0,3,4,3,0,0,0,0,0,0,3,5,2,0,4,2008,10,5
2155,60,5,50,9360,2,2,4,4,1,1,1,8,3,3,1,5,6,8,1962,2001,2,1,12,14,1,134,3,5,2,5,5,4,6,324,7,0,297,621,1,5,2,4,621,648,0,1269,0,0,1,1,3,1,5,7,8,0,4,6,1962,4,1,280,5,6,3,0,236,0,0,0,0,3,2,2,0,11,2008,10,5
2156,60,5,0,9771,2,2,3,4,1,1,1,20,3,3,1,5,6,5,1995,2002,2,1,7,7,2,116,3,5,3,3,5,4,4,779,7,0,298,1077,1,1,2,4,1093,1721,0,2814,0,1,2,1,4,1,3,9,8,1,6,4,1995,1,2,614,5,6,3,48,32,0,0,216,0,3,1,2,0,6,2008,10,5
2157,20,5,80,9938,2,2,4,4,1,5,1,20,3,3,1,3,7,5,1994,1994,2,1,7,7,2,155,3,5,3,3,5,4,3,1271,7,0,331,1602,1,1,2,4,1626,0,0,1626,1,0,2,1,3,1,3,7,8,1,6,2,1994,3,2,534,5,6,3,424,40,0,0,0,0,3,5,2,0,4,2008,10,5
2158,60,5,0,14171,2,2,2,4,1,2,1,20,3,3,1,5,7,5,1993,1994,2,1,12,14,3,1,3,5,3,3,5,4,3,355,7,0,457,812,1,1,2,4,1101,1099,0,2200,0,0,2,1,4,1,3,9,8,1,6,2,1993,3,2,453,5,6,3,168,98,0,0,0,0,3,5,2,0,12,2008,10,5
2159,80,5,85,10541,2,2,1,4,1,1,1,20,3,3,1,7,7,5,1996,1996,2,1,12,14,3,1,3,5,3,3,5,1,7,0,7,0,672,672,1,1,2,4,1302,735,0,2037,0,0,2,1,3,1,3,8,8,1,6,2,1996,1,2,472,5,6,3,100,33,0,0,0,0,3,5,2,0,2,2008,10,5
2160,60,5,65,10616,2,2,1,4,1,5,1,6,3,3,1,5,7,5,2007,2007,2,1,12,14,3,1,3,5,3,3,5,4,7,0,7,0,628,628,1,1,2,4,628,728,0,1356,0,0,2,1,3,1,3,6,8,1,3,4,2007,1,2,484,5,6,3,100,24,0,0,0,0,3,5,2,0,3,2008,7,6
2161,20,5,65,9345,2,2,1,4,1,5,1,6,3,3,1,3,8,5,2007,2007,2,1,12,14,4,91,3,5,3,3,5,1,7,0,7,0,1615,1615,1,1,2,4,1615,0,0,1615,0,0,2,0,3,1,3,7,8,1,3,2,2007,3,3,864,5,6,3,168,30,0,0,0,0,3,5,2,0,5,2008,10,5
2162,20,5,91,11778,2,2,4,4,1,5,1,6,3,3,1,3,9,5,2008,2008,4,1,12,14,4,267,3,5,3,3,5,2,3,2085,7,0,186,2271,1,1,2,4,2276,0,0,2276,1,0,2,0,3,1,1,7,8,2,3,2,2008,3,3,1348,2,6,3,0,0,70,0,255,0,3,5,2,0,6,2008,10,1
2163,20,5,91,11778,2,2,4,4,1,5,1,6,5,3,1,3,9,5,2008,2008,4,1,12,14,4,224,1,5,3,1,5,1,3,1153,7,0,598,1751,1,1,2,4,1766,0,0,1766,1,0,2,1,3,1,1,8,8,2,3,2,2008,1,3,874,5,6,3,216,36,0,0,0,0,3,5,2,0,12,2008,7,6
2164,80,5,0,11454,2,2,2,4,1,1,1,20,3,3,1,7,8,5,1995,1995,2,1,12,14,2,189,3,5,3,3,5,2,3,770,7,0,631,1401,1,1,2,4,1511,0,0,1511,1,0,2,0,3,1,3,6,8,1,2,2,1995,1,3,811,5,6,3,168,42,0,0,0,0,3,5,2,0,2,2008,10,5
2165,20,5,0,11500,2,2,1,1,1,2,1,5,3,3,1,3,6,6,1966,1966,1,2,10,11,3,1,4,5,2,3,2,2,4,262,1,723,197,1182,1,1,2,4,1643,0,0,1643,1,0,2,0,2,1,5,6,8,1,3,2,1966,4,2,438,5,6,3,339,0,0,0,0,0,3,5,2,0,3,2008,10,5
2166,20,5,65,9750,2,2,4,3,1,5,2,6,3,3,1,3,5,7,1994,1994,2,1,12,14,3,1,4,5,3,3,5,4,3,722,7,0,268,990,1,1,2,4,990,0,0,990,1,0,1,0,3,1,5,5,8,0,4,6,1997,4,2,528,5,6,3,168,0,0,0,0,0,3,5,2,0,8,2008,10,5
2167,20,5,0,8696,2,2,1,4,1,5,1,6,3,3,1,3,7,5,1997,1998,2,1,12,14,2,89,4,5,3,3,5,2,3,1308,7,0,110,1418,1,1,2,4,1418,0,0,1418,1,0,2,0,3,1,3,5,8,1,6,2,1997,3,2,558,5,6,3,208,110,0,0,0,0,3,5,2,0,5,2008,10,5
2168,60,5,0,13142,2,2,1,4,1,1,1,6,5,3,1,5,6,5,1997,1997,2,1,12,14,2,73,4,5,3,3,5,4,3,688,7,0,176,864,1,1,2,4,872,899,0,1771,1,0,2,1,3,1,3,6,8,0,4,2,1997,3,2,600,5,6,3,0,96,0,0,0,0,3,5,2,0,7,2008,10,5
2169,60,5,68,8998,2,2,1,4,1,5,1,6,3,3,1,5,7,5,2000,2000,2,1,12,14,2,66,3,5,3,3,5,3,3,527,7,0,255,782,1,1,2,4,782,870,0,1652,0,0,2,1,3,1,3,6,8,0,4,2,2000,3,2,532,5,6,3,0,70,0,0,0,0,3,5,2,0,6,2008,10,5
2170,60,5,75,12192,2,2,1,4,1,5,1,6,3,3,1,5,7,5,2000,2001,2,1,12,14,3,1,3,5,3,3,5,4,3,663,7,0,265,928,1,1,2,4,928,895,0,1823,1,0,2,1,3,1,3,6,8,0,4,2,2000,3,2,626,5,6,3,192,36,0,0,0,0,3,5,4,4500,5,2008,10,5
2171,20,5,0,12250,2,2,1,4,1,5,1,6,3,3,1,3,5,6,1978,1978,2,1,7,7,2,109,4,5,2,3,5,3,1,781,7,0,83,864,1,1,2,4,1174,0,0,1174,1,0,1,0,3,1,5,5,8,0,4,2,1978,4,2,528,5,6,3,211,0,280,0,0,0,3,5,2,0,5,2008,10,5
2172,20,5,0,9216,2,2,1,4,1,5,1,6,3,3,1,3,5,6,1975,1975,2,1,7,7,2,105,4,5,2,5,5,1,1,294,7,0,782,1076,1,5,2,4,1076,0,0,1076,0,0,1,1,3,1,5,5,8,1,2,6,1985,4,2,576,5,6,3,0,0,0,0,0,0,3,3,2,0,9,2008,10,1
2173,20,5,40,14330,2,2,1,4,1,2,1,6,3,3,1,3,5,6,1975,2001,2,1,10,15,3,1,4,5,2,5,5,4,6,88,1,596,180,864,1,5,2,4,1558,0,0,1558,1,0,2,0,2,1,5,5,4,0,4,2,1975,1,2,440,5,6,3,140,0,239,0,227,0,3,5,2,0,8,2008,10,5
2174,60,5,0,10400,2,2,4,4,1,5,1,6,3,3,1,5,7,5,2001,2001,2,1,12,14,2,140,3,5,3,3,5,4,7,0,7,0,1257,1257,1,1,2,4,1290,871,0,2161,0,0,2,1,3,1,3,8,8,1,6,2,2001,3,2,570,5,6,3,0,84,0,0,0,0,3,5,2,0,6,2008,10,5
2175,60,5,0,9720,2,2,1,4,1,2,1,6,3,3,1,5,9,5,2001,2002,2,1,12,14,2,76,3,5,3,3,5,3,3,1194,7,0,163,1357,1,1,2,4,1366,581,0,1947,1,0,2,1,3,1,3,7,8,1,6,4,2001,1,3,725,5,6,3,168,116,0,0,0,0,3,5,2,0,1,2008,10,5
2176,20,5,0,14860,2,2,2,4,1,2,1,6,3,3,1,3,8,5,2002,2003,4,1,12,14,2,149,3,5,3,1,5,2,3,1538,7,0,240,1778,1,1,2,4,1786,0,0,1786,1,0,2,0,3,1,3,6,8,1,3,2,2002,3,3,715,5,6,3,182,35,0,0,0,0,3,5,2,0,6,2008,10,5
2177,60,5,41,10905,2,2,2,4,1,2,1,6,3,3,1,5,7,5,2003,2003,2,1,12,14,3,1,3,5,3,3,5,4,7,0,7,0,1129,1129,1,1,2,4,1129,1198,0,2327,0,0,2,1,4,1,3,9,8,1,3,4,2003,3,2,596,5,6,3,0,57,0,0,0,0,3,5,2,0,8,2008,10,5
2178,60,5,96,11690,2,2,1,4,1,5,1,6,3,3,1,5,8,5,1999,2000,2,1,12,14,2,117,3,5,3,3,5,1,7,0,7,0,850,850,1,1,2,4,886,878,0,1764,0,0,2,1,3,1,3,7,8,1,6,2,1999,4,2,560,5,6,3,120,29,0,0,0,0,3,5,2,0,6,2008,10,5
2179,120,6,0,4426,2,2,4,4,1,5,1,6,3,3,5,3,6,5,2004,2004,2,1,12,14,2,127,3,5,3,3,5,3,3,662,7,0,186,848,1,1,2,4,848,0,0,848,1,0,1,0,1,1,3,3,8,0,4,2,2004,3,2,420,5,6,3,140,0,0,0,0,0,3,5,2,0,2,2008,10,5
2180,90,6,83,10126,2,2,4,4,1,1,1,6,3,3,3,6,6,5,1997,1998,2,1,12,14,3,1,4,3,3,3,5,2,3,1593,4,162,83,1838,1,1,2,4,1838,0,0,1838,2,0,2,0,2,2,5,8,8,0,4,2,1998,4,3,721,5,6,3,160,67,0,0,0,0,3,5,2,0,7,2008,10,1
2181,20,5,75,9750,2,2,4,4,1,5,1,6,3,3,1,3,7,5,2004,2004,2,1,12,14,4,22,3,5,3,3,5,3,3,24,7,0,1421,1445,1,1,2,4,1445,0,0,1445,0,0,2,0,3,1,3,6,8,0,4,2,2004,4,2,470,5,6,3,0,35,0,0,0,0,3,5,2,0,6,2008,10,5
2182,20,5,85,11058,2,2,4,4,1,1,1,6,3,3,1,3,7,6,2007,2007,2,1,12,14,4,131,3,5,3,3,5,4,3,56,7,0,1508,1564,1,1,2,4,1564,0,0,1564,0,0,2,0,3,1,3,6,8,0,4,2,2007,3,3,814,5,6,3,0,24,0,0,0,0,3,5,2,0,2,2008,10,5
2183,20,5,74,9627,2,2,4,4,1,5,1,6,3,3,1,3,7,5,2007,2007,2,1,12,14,3,1,3,5,3,3,5,1,3,24,7,0,1327,1351,1,1,2,4,1361,0,0,1361,0,0,2,0,3,1,3,6,8,0,4,2,2007,3,2,610,5,6,3,0,50,0,0,0,0,3,5,2,0,6,2008,10,5
2184,20,5,75,9825,2,2,4,4,1,5,1,8,3,3,1,3,5,5,1966,1966,4,1,7,7,3,1,4,5,2,5,5,4,6,609,7,0,483,1092,1,5,2,4,1092,0,0,1092,0,0,1,0,3,1,5,6,8,0,4,2,1966,4,1,264,5,6,3,259,0,0,0,161,0,3,3,2,0,4,2008,1,1
2185,85,5,64,12102,2,2,4,4,1,5,1,8,3,3,1,6,5,5,1976,1976,2,1,7,11,2,138,4,5,2,3,2,2,1,456,7,0,0,456,1,1,2,4,1033,0,0,1033,0,1,1,0,3,1,5,6,8,0,4,4,1976,3,2,504,1,6,3,224,0,0,0,0,0,3,5,2,0,4,2008,10,4
2186,20,5,65,6500,2,2,4,4,1,5,1,8,3,3,1,3,6,6,1976,1976,4,1,7,11,2,41,4,5,2,5,3,4,2,1033,7,0,94,1127,1,5,2,4,1127,0,0,1127,0,1,1,1,3,1,5,6,8,1,5,6,1991,4,2,480,5,6,3,0,0,138,0,0,0,3,5,2,0,5,2008,10,5
2187,80,5,0,9638,2,2,1,4,1,2,1,8,3,3,1,7,6,6,1977,1977,4,1,10,11,3,1,4,5,2,5,5,1,1,368,6,120,541,1029,1,5,2,4,1117,0,0,1117,1,0,1,0,3,1,5,6,8,1,2,2,1977,3,2,542,5,6,3,292,0,0,0,0,0,3,5,2,0,11,2008,10,5
2188,60,5,72,7200,2,2,4,4,1,5,1,8,3,3,1,5,6,7,1976,2001,4,1,10,11,3,1,4,5,2,5,5,1,1,288,7,0,396,684,1,5,2,4,684,714,0,1398,0,0,1,1,3,1,5,6,8,1,6,2,1976,1,2,440,5,6,3,0,0,0,0,0,0,3,3,2,0,2,2008,10,5
2189,20,5,123,47007,2,2,1,4,1,5,1,8,3,3,1,3,5,7,1959,1996,2,1,10,11,3,1,4,5,4,4,3,5,5,0,5,0,0,0,1,5,2,4,3820,0,0,3820,0,0,3,1,5,1,1,11,8,2,3,2,1959,4,2,624,5,6,3,0,372,0,0,0,0,3,5,2,0,7,2008,10,5
2190,90,5,65,6012,2,2,4,4,1,1,1,8,3,3,3,3,4,5,1955,1955,2,1,1,11,3,1,4,2,3,4,3,5,5,0,5,0,0,0,1,5,1,4,1152,0,0,1152,0,0,2,0,2,2,5,6,8,0,4,7,0,2,0,0,3,4,1,0,0,0,0,0,0,3,5,2,0,6,2008,10,2
2191,90,5,74,6845,2,2,4,4,1,5,1,8,3,3,3,3,4,5,1955,1955,2,1,14,16,1,28,4,5,4,4,3,5,5,0,5,0,0,0,1,5,1,2,1152,0,0,1152,0,0,2,0,2,2,5,6,8,0,4,7,0,2,0,0,3,4,1,0,0,0,0,0,0,3,5,2,0,7,2008,10,5
2192,190,5,56,6931,2,2,4,4,1,5,1,8,3,3,2,3,4,5,1955,1955,4,1,13,15,3,1,4,5,2,5,5,1,1,784,7,0,0,784,1,5,1,3,784,0,0,784,1,0,1,0,2,1,5,4,8,0,4,7,0,2,0,0,3,4,3,112,0,0,0,0,0,3,5,2,0,5,2008,10,5
2193,50,5,60,12180,2,2,4,4,1,5,1,8,3,3,1,1,5,7,1938,2007,2,1,13,15,3,1,4,5,3,5,5,4,7,0,7,0,585,585,1,3,2,2,585,468,0,1053,0,0,1,1,2,1,1,5,8,0,4,7,0,2,0,0,3,4,1,42,0,0,0,0,0,3,5,2,0,1,2008,10,4
2194,50,5,57,8050,2,2,4,4,1,5,1,8,3,3,1,1,5,8,1947,1993,2,1,8,9,3,1,4,3,4,4,3,5,5,0,5,0,0,0,1,3,2,4,929,208,0,1137,0,0,1,1,4,1,5,8,3,0,4,7,0,2,0,0,3,4,3,0,0,0,0,0,0,3,5,2,0,4,2008,10,5
2195,20,5,68,9520,2,2,4,1,1,5,2,8,3,3,1,3,4,5,1953,1953,2,1,8,9,4,63,4,5,2,3,5,4,6,767,7,0,144,911,1,5,2,4,930,0,0,930,0,0,1,0,2,1,5,5,8,0,4,2,1953,3,1,286,5,6,3,134,0,0,0,0,0,3,3,1,3000,5,2008,10,5
2196,80,5,62,7692,2,2,4,1,1,5,2,8,3,3,1,7,4,6,1954,1954,2,1,13,15,3,1,4,5,2,1,5,1,7,0,7,0,416,416,1,3,2,1,1204,0,0,1204,0,0,1,0,3,1,5,6,8,0,4,3,1954,4,1,312,5,6,3,0,0,0,0,0,0,3,5,2,0,11,2008,10,1
2197,30,5,67,5142,2,2,4,4,1,5,1,8,3,3,1,1,4,7,1923,2008,2,1,13,15,3,1,4,5,3,5,5,4,1,224,7,0,725,949,1,5,2,4,949,343,0,1292,0,0,1,1,3,1,3,6,8,0,4,6,1923,4,1,205,5,6,1,0,0,183,0,0,0,3,5,2,0,6,2008,10,5
2198,30,5,60,7290,2,2,4,4,1,1,1,23,3,3,1,3,7,8,1921,1950,2,1,14,16,2,104,4,5,1,5,5,4,7,0,7,0,1228,1228,1,1,2,4,1424,0,0,1424,0,0,2,0,2,1,5,7,8,1,3,2,1921,4,1,312,5,6,3,0,0,90,0,0,0,3,5,2,0,4,2008,10,5
2199,90,5,64,7804,2,2,4,4,1,5,1,23,3,3,3,4,6,7,1930,1950,2,1,11,13,3,1,4,5,1,5,5,4,1,281,6,679,0,960,1,1,2,4,960,960,0,1920,2,0,2,2,4,2,5,10,8,2,3,6,1930,4,2,480,5,6,3,248,0,121,0,0,0,3,5,2,0,7,2008,10,1
2200,70,5,66,8969,2,2,4,1,1,5,1,7,3,3,1,5,6,6,1926,1950,3,1,13,15,3,1,4,5,1,5,5,4,2,379,7,0,265,644,1,1,2,4,672,644,0,1316,1,0,1,0,2,1,5,6,8,1,3,6,2001,4,1,369,5,6,2,0,0,0,0,192,0,3,3,2,0,7,2008,10,5
2201,50,5,63,15564,2,2,4,4,1,5,1,7,3,3,1,1,6,6,1914,1995,2,1,13,16,3,1,4,5,1,3,5,4,7,0,7,0,676,676,1,1,2,4,676,588,0,1264,0,0,1,0,3,1,5,6,8,0,4,6,1994,4,2,400,5,6,3,424,0,0,0,0,0,3,5,4,400,1,2008,10,5
2202,70,5,54,7609,2,2,4,4,1,1,1,7,3,3,1,5,8,9,1925,1997,2,1,11,13,3,1,3,3,3,2,5,4,1,406,7,0,392,798,1,1,2,4,798,714,0,1512,1,0,2,0,3,1,3,7,8,1,3,6,1925,4,1,180,5,6,2,85,16,41,0,0,0,3,1,2,0,6,2008,10,5
