"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
774,20,4,70,10150,2,2,4,4,1,5,1,13,2,3,1,3,5,5,1958,1958,2,2,14,15,3,2,4,5,2,5,5,4,6,7,912,2,1,2,1,912,0,0,1,0,2,1,4,5,7,0,4,2,1958,3,1,275,6,6,3,0,0,0,0,0,0,4,5,2,0,7,2007,1,5,114500
775,20,4,110,14226,2,2,4,4,1,1,1,16,3,3,1,3,8,5,2006,2006,4,2,13,14,2,232,3,5,3,3,5,1,7,7,1935,2,3,2,6,1973,0,0,2,0,3,1,3,9,7,1,3,2,2006,1,3,895,6,6,3,315,45,0,0,0,0,4,5,2,0,7,2007,7,6,395000
776,120,5,32,4500,2,2,4,4,1,3,1,12,3,3,5,3,6,5,1998,1998,4,2,13,14,2,210,4,5,3,1,5,4,3,7,1204,2,1,2,6,1204,1,0,2,0,2,1,4,5,7,0,4,2,1998,1,2,412,6,6,3,0,247,0,0,0,0,4,5,2,0,6,2009,9,5,162000
777,20,4,86,11210,2,2,1,4,1,5,1,6,3,3,1,3,7,5,2005,2006,2,2,13,14,2,158,3,5,3,3,5,1,3,7,1614,2,1,2,6,1614,0,0,2,0,3,1,3,7,7,0,4,2,2005,3,3,865,6,6,3,144,59,0,0,0,0,4,5,2,0,7,2006,7,6,221500
778,20,4,100,13350,2,2,1,4,1,5,1,19,3,3,1,3,5,5,1974,1974,4,2,7,11,3,1,4,5,2,5,5,4,1,7,864,2,5,2,6,894,1,0,1,0,3,1,4,5,7,1,2,2,1974,4,2,440,6,6,3,241,0,0,0,0,0,4,3,2,0,6,2006,9,5,142500
779,90,3,60,8400,2,2,4,4,1,5,1,20,2,3,3,3,5,5,1977,1977,2,2,10,11,2,210,4,5,4,4,3,5,5,5,0,2,5,2,6,2020,0,0,2,0,4,2,4,10,7,2,6,6,1977,4,2,630,6,6,3,0,0,0,0,0,0,4,5,2,0,10,2007,9,5,144000
780,90,4,78,10530,2,2,4,4,1,5,1,12,3,3,3,7,6,5,1977,1977,2,2,10,8,2,50,4,5,2,3,5,2,3,7,975,2,5,2,6,1004,1,0,1,0,2,1,4,4,7,0,4,2,1977,4,2,504,6,6,3,0,0,0,0,0,0,4,5,2,0,5,2006,9,5,135000
781,20,4,63,7875,2,2,4,4,1,5,1,9,3,3,1,3,7,5,1995,1996,2,2,7,7,2,16,4,5,3,3,2,4,7,7,1237,2,3,2,6,1253,0,0,2,0,3,1,4,6,7,1,6,2,1995,1,2,402,6,6,3,220,21,0,0,0,0,4,5,2,0,6,2007,9,5,176000
782,60,4,65,7153,2,2,4,4,1,5,1,20,3,3,1,6,6,5,1992,1992,2,2,13,14,3,1,3,3,3,3,5,4,1,7,761,2,1,2,6,1603,0,0,2,1,3,1,3,7,7,0,4,2,1992,3,2,484,6,6,3,0,124,0,0,0,0,4,5,2,0,7,2006,9,5,175900
783,20,4,67,16285,2,2,2,4,1,5,1,6,3,3,1,3,7,5,2001,2002,2,2,13,14,3,1,3,5,3,3,5,4,7,7,1413,2,1,2,6,1430,0,0,2,0,3,1,3,6,7,0,4,2,2001,3,2,605,6,6,3,0,33,0,0,0,0,4,5,2,0,6,2009,9,5,187100
784,85,4,0,9101,2,2,1,4,1,1,1,12,3,3,1,7,5,6,1978,1978,2,2,10,11,2,61,4,3,3,3,5,1,3,7,1097,2,1,2,6,1110,1,0,1,0,1,1,3,4,7,1,6,2,1978,1,2,602,6,6,3,303,30,0,0,0,0,4,5,2,0,7,2009,9,5,165500
785,75,5,35,6300,2,1,4,4,1,5,1,18,3,3,1,5,6,6,1914,2001,2,2,14,16,3,1,4,5,2,5,5,4,7,7,742,2,1,2,6,1484,0,0,2,0,3,1,4,9,7,1,3,7,0,2,0,0,4,4,3,0,291,134,0,0,0,4,5,2,0,6,2008,9,5,128000
786,20,4,0,9790,2,2,4,4,1,5,1,17,2,3,1,3,6,5,1967,1967,2,2,4,15,3,1,4,5,2,5,5,4,6,4,1372,2,5,2,6,1342,0,0,2,0,3,1,4,7,7,1,3,2,1967,4,2,457,6,6,3,0,0,0,0,197,0,4,5,2,0,9,2009,9,5,161500
787,50,5,60,10800,2,2,4,4,1,5,1,18,1,3,1,1,5,6,1915,1950,2,2,9,9,3,1,4,3,3,2,5,4,4,7,686,2,5,2,6,1652,1,0,2,0,4,1,4,7,7,0,4,6,1961,4,1,416,6,6,3,0,0,196,0,0,0,4,5,4,1200,6,2010,9,5,139000
788,60,4,76,10142,2,2,1,4,1,5,1,20,3,3,1,6,7,5,2004,2004,2,2,13,14,3,1,3,5,3,3,5,4,3,7,956,2,1,2,6,2084,1,0,2,1,4,1,3,8,7,0,4,4,2004,3,2,618,6,6,3,0,45,0,0,0,0,4,5,2,0,1,2010,9,5,233000
789,20,5,50,6000,2,2,4,4,1,1,1,18,3,3,1,3,4,7,1954,2000,2,2,9,9,3,1,4,5,2,5,5,4,7,7,901,2,1,2,6,901,0,0,1,0,2,1,4,4,7,0,4,6,1954,4,1,281,2,6,3,0,0,0,0,0,0,4,5,2,0,8,2008,9,5,107900
790,60,4,0,12205,2,2,1,3,1,5,1,5,3,3,1,6,6,8,1966,2007,2,2,7,7,2,101,4,5,2,5,1,2,4,7,832,2,3,2,6,2087,0,0,2,1,5,1,3,9,7,0,4,2,1966,1,2,444,6,6,3,133,168,0,0,0,0,4,5,2,0,7,2007,9,5,187500
791,120,4,43,3182,2,2,4,4,1,5,1,1,3,3,5,3,7,5,2005,2006,2,2,13,14,2,3,3,5,3,3,5,4,3,7,1145,2,1,2,6,1145,0,0,2,0,2,1,3,5,7,1,3,2,2005,1,2,397,6,6,3,100,16,0,0,0,0,4,5,2,0,9,2009,9,5,160200
792,80,4,0,11333,2,2,1,4,1,1,1,12,3,3,1,8,6,5,1976,1976,2,2,7,7,3,1,4,5,3,3,5,1,1,7,1029,2,5,2,6,1062,1,0,1,0,3,1,4,5,7,2,6,2,1976,3,2,539,6,6,3,120,0,0,0,0,0,4,5,2,0,5,2007,9,5,146800
793,60,4,92,9920,2,2,1,4,1,2,1,14,3,3,1,6,7,5,1996,1997,2,2,9,9,3,1,3,5,3,3,5,1,3,7,1117,2,1,2,6,2013,1,0,2,1,3,1,4,8,7,1,6,2,1997,4,2,455,6,6,3,180,130,0,0,0,0,4,5,2,0,6,2007,9,5,269790
794,20,4,76,9158,2,2,4,4,1,5,1,21,3,3,1,3,8,5,2007,2007,2,2,6,6,4,87,3,5,3,3,5,1,7,7,1496,2,1,2,6,1496,0,0,2,0,3,1,3,7,7,0,4,2,2007,1,2,474,6,6,3,168,130,0,0,0,0,4,5,2,0,6,2007,7,6,225000
795,60,4,0,10832,2,2,1,4,1,1,1,9,3,3,1,6,7,5,1994,1996,2,2,9,9,3,1,3,5,3,3,5,4,7,7,712,2,1,2,6,1895,0,0,2,1,3,1,3,7,7,1,6,2,1994,1,2,409,6,6,3,143,46,0,0,0,0,4,5,4,500,10,2008,9,5,194500
796,60,4,70,8400,2,2,4,4,1,5,1,20,3,3,1,6,6,6,1980,1981,2,2,7,7,2,81,4,5,2,3,5,4,7,7,650,2,5,2,6,1564,0,0,2,1,3,1,4,7,7,1,6,2,1980,4,2,476,6,6,3,0,50,0,0,204,0,4,3,2,0,4,2010,9,5,171000
797,20,4,71,8197,2,2,4,4,1,5,1,19,3,3,1,3,6,5,1977,1977,2,2,10,11,2,94,4,5,2,5,5,4,7,7,660,2,1,2,6,1285,0,0,1,1,3,1,4,7,7,1,6,2,1977,3,2,528,6,6,3,138,0,0,0,0,0,4,3,2,0,4,2007,9,5,143500
798,20,4,57,7677,2,2,4,4,1,5,1,13,3,3,1,3,5,5,1953,1953,2,2,13,14,3,1,4,5,2,5,5,4,2,7,773,2,3,2,6,773,0,0,1,0,2,1,4,4,7,0,4,2,1953,4,1,240,6,6,3,0,0,0,0,0,0,4,5,2,0,4,2008,9,1,110000
799,60,4,104,13518,2,2,4,4,1,5,1,16,3,3,1,6,9,5,2008,2009,4,2,13,14,4,315,1,5,3,1,5,4,7,7,1926,2,1,2,6,3140,0,0,3,1,4,1,1,11,7,2,3,4,2009,1,3,820,6,6,3,144,78,0,0,0,0,4,5,2,0,7,2009,7,6,485000
800,50,4,60,7200,2,2,4,4,1,1,1,23,2,3,1,1,5,7,1937,1950,2,2,14,15,2,166,4,5,1,3,5,4,1,7,731,2,1,2,6,1768,1,0,1,1,3,1,3,7,7,2,6,6,1939,4,1,240,6,6,3,0,0,264,0,0,0,4,3,2,0,6,2007,9,5,175000
801,60,4,79,12798,2,2,1,2,1,5,2,5,2,3,1,6,6,5,1997,1997,2,2,13,14,3,1,4,5,3,3,5,2,3,7,616,2,3,2,6,1688,1,0,2,1,4,1,3,8,7,0,4,2,1997,3,2,603,6,6,3,403,114,185,0,0,0,4,5,4,400,5,2008,9,5,200000
802,30,5,40,4800,2,2,4,4,1,5,1,10,3,3,1,3,4,7,1916,1990,2,2,9,9,3,1,4,5,2,5,5,4,4,7,1196,2,1,2,1,1196,1,0,1,0,2,1,4,5,7,0,4,6,1957,4,2,440,6,6,3,0,0,0,0,0,0,4,5,2,0,7,2007,9,5,109900
803,60,4,63,8199,2,2,4,4,1,5,1,6,3,3,1,6,7,5,2005,2005,2,2,15,16,3,1,3,5,3,3,5,1,3,7,728,2,1,2,6,1456,1,0,2,1,3,1,3,7,7,1,3,2,2005,1,2,410,6,6,3,36,18,0,0,0,0,4,5,2,0,10,2008,9,5,189000
804,60,4,107,13891,2,2,4,4,1,5,1,16,3,3,1,6,9,5,2008,2009,4,2,13,14,4,248,1,5,3,1,5,2,7,7,1734,2,1,2,6,2822,0,0,3,1,4,1,1,12,7,1,3,4,2009,3,3,1020,6,6,3,52,170,0,0,192,0,4,5,2,0,1,2009,7,6,582933
805,20,4,75,9000,2,2,4,4,1,5,1,13,3,3,1,3,5,5,1954,1954,2,2,14,15,3,1,4,5,2,5,5,4,4,7,936,2,5,2,6,1128,0,0,1,0,2,1,4,5,3,0,4,2,1954,4,1,286,6,6,3,0,0,0,0,0,0,4,2,2,0,6,2006,9,4,118000
806,20,4,91,12274,2,2,1,4,1,3,1,21,3,3,1,3,7,5,2008,2008,2,2,13,14,4,169,3,5,3,3,5,4,7,7,1417,2,1,2,6,1428,0,0,2,0,3,1,1,6,7,0,4,2,2008,3,2,554,6,6,3,0,60,0,0,0,0,4,5,2,0,7,2008,7,6,227680
807,80,4,75,9750,2,2,4,4,1,5,1,13,3,3,1,8,5,5,1967,1967,2,2,13,14,3,1,4,5,3,5,5,1,1,6,980,2,3,2,6,980,0,0,2,0,3,1,4,6,7,0,4,2,1967,1,1,384,6,6,3,68,0,0,0,0,0,4,5,2,0,10,2006,9,5,135500
808,70,4,144,21384,2,2,4,4,1,5,1,4,3,3,1,6,5,6,1923,2004,2,2,14,15,3,1,4,5,2,5,5,2,3,7,1324,2,1,2,6,1576,2,0,1,1,3,1,3,6,7,1,6,2,1923,3,2,528,6,6,3,0,312,0,0,0,0,4,5,2,0,5,2009,9,5,223500
809,80,4,85,13400,2,2,4,4,1,5,1,13,3,3,1,8,5,5,1966,1966,2,2,13,14,2,322,4,5,2,5,5,1,1,2,1024,2,5,2,6,1086,1,0,1,0,3,1,4,6,7,1,3,2,1966,3,2,484,6,6,3,0,0,0,0,0,0,4,2,2,0,6,2006,9,5,159950
810,75,5,90,8100,2,2,4,4,1,1,1,18,3,3,1,5,5,5,1898,1965,4,2,1,1,3,1,4,5,3,5,5,4,7,7,849,2,5,1,1,2138,0,0,2,0,2,3,4,11,7,0,4,6,1910,4,2,360,2,5,1,40,156,0,0,0,0,4,3,2,0,11,2009,9,5,106000
811,20,4,78,10140,2,2,4,4,1,5,1,17,3,3,1,3,6,6,1974,1999,4,2,7,7,2,57,4,5,2,5,5,4,1,4,1040,2,2,2,6,1309,1,0,1,1,3,1,3,5,7,1,2,2,1974,3,2,484,6,6,3,265,0,0,0,0,648,2,1,2,0,1,2006,9,5,181000
812,120,5,0,4438,2,2,4,4,1,5,1,6,3,3,5,3,6,5,2004,2004,2,2,13,14,2,112,3,5,3,3,5,2,3,7,848,2,1,2,6,848,1,0,1,0,1,1,3,4,7,1,3,2,2004,1,2,420,6,6,3,140,0,0,0,0,0,4,5,2,0,6,2008,3,5,144500
813,20,1,66,8712,1,2,4,1,1,5,2,10,3,3,1,3,5,5,1952,1952,4,2,14,15,3,1,2,5,2,5,5,1,7,7,540,2,5,1,1,1044,0,0,1,0,2,1,2,4,7,0,4,3,1952,4,2,504,6,6,1,0,0,0,0,0,0,4,5,4,54,6,2010,9,3,55993
814,20,4,75,9750,2,2,4,4,1,5,1,13,3,3,1,3,6,6,1958,1958,2,2,9,9,2,159,4,5,2,5,5,4,6,7,1442,2,3,2,6,1442,0,0,1,1,4,1,4,7,7,0,4,2,1958,3,1,301,6,6,3,0,0,275,0,0,0,4,5,4,500,4,2007,1,5,157900
815,50,4,45,8248,2,1,4,4,1,5,1,8,3,3,1,1,5,7,1918,1950,2,2,12,13,3,1,4,5,1,5,5,4,7,7,686,3,3,2,6,1250,0,1,1,1,3,1,2,7,7,0,4,6,1955,4,1,280,6,6,2,207,0,96,0,0,0,4,5,2,0,7,2006,9,5,116000
816,20,4,48,12137,2,2,2,4,1,2,1,6,3,3,1,3,7,5,1998,1998,2,2,13,14,2,256,4,5,3,3,5,4,7,7,1649,2,1,2,6,1661,0,0,2,0,3,1,3,6,7,0,4,2,1998,3,2,598,6,6,3,0,34,0,0,0,0,4,5,2,0,5,2010,9,5,224900
817,20,4,0,11425,2,2,1,4,1,1,1,13,3,3,1,3,5,6,1954,1954,2,2,4,4,3,1,4,5,2,5,5,4,2,7,1008,2,3,2,6,1008,0,0,1,0,2,1,4,4,7,1,3,2,1954,3,1,275,6,6,3,0,0,120,0,0,0,4,5,2,0,7,2006,9,5,137000
818,20,4,0,13265,2,2,1,4,1,2,1,12,3,3,1,3,8,5,2002,2002,4,2,6,6,2,94,3,5,3,3,5,4,3,7,1568,2,1,2,6,1689,1,0,2,0,3,1,3,7,7,2,3,2,2002,3,3,857,6,6,3,150,59,0,0,0,0,4,5,2,0,7,2008,9,5,271000
819,80,4,80,8816,2,2,4,4,1,5,1,5,3,3,1,8,6,7,1971,1971,2,2,7,7,2,42,4,5,2,5,5,1,3,7,1010,2,3,2,6,1052,1,0,1,0,3,1,4,6,7,0,4,2,1971,4,2,440,6,6,3,0,0,0,0,0,0,4,3,2,0,6,2010,9,5,155000
820,120,4,44,6371,2,2,1,4,1,5,1,16,3,3,5,3,7,5,2009,2010,2,2,13,14,4,80,3,5,3,3,5,3,3,7,1358,2,1,2,6,1358,1,0,2,0,2,1,3,6,7,1,3,2,2010,3,2,484,6,6,3,192,35,0,0,0,0,4,5,2,0,6,2010,7,6,224000
821,60,4,72,7226,2,2,1,4,1,2,1,6,3,3,1,6,7,5,2003,2003,2,2,13,14,3,1,3,5,3,3,5,4,7,7,798,2,1,2,6,1640,0,0,2,1,3,1,3,6,7,0,4,2,2003,3,2,595,6,6,3,0,45,0,0,0,0,4,5,2,0,6,2008,9,5,183000
822,20,5,60,6000,2,3,4,1,1,5,2,18,3,3,2,3,4,4,1953,1953,2,2,9,9,3,1,2,5,2,2,5,4,7,7,936,2,5,1,6,936,0,0,1,0,2,1,4,4,4,0,4,6,1974,4,2,576,6,6,3,0,32,112,0,0,0,4,5,2,0,2,2009,9,5,93000
823,60,4,0,12394,2,2,1,4,1,1,1,9,3,3,1,6,7,5,2003,2003,2,2,13,14,3,1,3,5,3,3,5,2,7,7,847,2,1,2,6,1733,0,0,2,1,3,1,3,7,7,1,3,4,2003,1,2,433,6,6,3,100,48,0,0,0,0,4,5,2,0,10,2007,9,4,225000
824,50,4,60,9900,2,2,4,4,1,5,1,23,3,3,1,1,6,7,1940,1950,2,2,13,14,3,1,4,5,1,5,5,4,7,7,778,2,5,2,6,1489,0,0,2,0,3,1,4,7,7,1,3,6,1940,4,1,240,6,6,3,335,0,0,0,0,0,4,2,2,0,7,2009,9,5,139500
825,20,2,81,11216,2,2,4,4,1,5,1,21,3,3,1,3,8,5,2006,2006,2,2,13,14,3,1,3,5,3,3,2,4,7,7,1489,2,1,2,6,1489,0,0,2,0,3,1,3,7,7,1,3,2,2006,3,2,776,6,6,3,0,140,0,0,0,0,4,5,2,0,6,2006,7,6,232600
826,20,4,114,14803,2,2,4,4,1,5,1,16,5,5,1,3,10,5,2007,2008,4,2,6,6,2,314,1,5,3,1,5,1,3,7,2078,2,1,2,6,2084,1,0,2,0,2,1,1,7,7,1,3,2,2007,1,3,1220,6,6,3,188,45,0,0,0,0,4,5,2,0,6,2008,7,6,385000
827,45,5,50,6130,2,2,4,4,1,5,1,4,3,3,1,2,5,6,1924,1950,2,2,9,9,3,1,4,5,1,5,5,4,1,7,784,2,3,2,6,784,1,0,1,0,2,1,3,5,7,0,4,7,0,2,0,0,4,4,3,0,0,116,0,0,0,4,5,2,0,5,2008,9,5,109500
828,20,4,65,8529,2,2,1,4,1,5,1,20,3,3,1,3,7,5,2001,2001,2,2,13,14,3,1,3,5,3,3,5,4,3,7,1454,2,1,2,6,1434,0,0,2,0,3,1,3,6,7,1,6,2,2001,3,2,527,6,6,3,290,39,0,0,0,0,4,5,2,0,4,2009,9,5,189000
829,60,4,0,28698,2,2,2,3,1,2,3,5,3,3,1,6,5,5,1967,1967,1,6,10,11,3,1,4,5,3,5,2,2,4,1,1013,2,5,2,6,2126,0,1,2,1,3,1,4,7,4,0,4,2,1967,1,2,538,6,6,3,486,0,0,0,225,0,4,5,2,0,6,2009,9,1,185000
830,160,2,24,2544,2,3,4,4,1,5,1,21,3,3,4,6,7,5,2005,2005,2,2,9,9,3,1,3,5,3,3,5,4,7,7,600,2,1,2,6,1223,0,0,2,1,2,1,3,4,7,0,4,6,2005,3,2,480,6,6,3,0,166,0,0,0,0,4,5,2,0,7,2006,9,5,147400
831,20,4,80,11900,2,2,1,4,1,1,1,13,3,3,1,3,6,5,1957,1957,2,2,7,7,2,237,4,5,2,5,5,4,6,7,1392,2,5,2,1,1392,1,0,1,1,3,1,4,6,7,2,3,2,1957,3,2,458,6,6,3,0,0,0,0,192,0,4,5,2,0,6,2008,9,5,166000
832,160,2,30,3180,2,3,4,4,1,5,1,21,3,3,5,6,7,5,2005,2005,2,2,9,9,3,1,4,5,3,3,5,4,7,7,600,2,1,2,6,1200,0,0,2,1,2,1,3,4,7,0,4,6,2005,3,2,480,6,6,3,0,166,0,0,0,0,4,5,2,0,6,2006,9,5,151000
833,60,4,44,9548,2,2,1,4,1,2,1,6,3,3,1,6,7,6,2003,2003,2,2,13,14,2,146,3,5,3,3,5,4,3,7,941,2,1,2,6,1829,1,0,2,1,3,1,3,7,7,1,6,2,2003,3,2,613,6,6,3,192,39,0,0,0,0,4,5,2,0,1,2010,9,5,237000
834,20,4,100,10004,2,2,4,4,1,5,1,13,3,3,1,3,6,6,1964,1964,2,2,7,11,2,120,4,5,2,5,5,4,6,2,1516,2,5,2,6,1516,0,0,1,1,3,1,4,6,7,0,4,2,1964,3,2,472,6,6,3,0,0,0,0,152,0,4,5,2,0,2,2009,9,5,167000
835,20,4,75,7875,2,2,4,4,1,5,1,13,3,3,1,3,5,6,1961,1961,2,2,13,14,2,84,4,5,2,5,5,4,6,7,1144,2,3,2,6,1144,1,0,1,0,3,1,4,6,7,0,4,2,1961,4,2,456,6,6,3,0,0,0,0,0,0,4,2,2,0,9,2008,9,5,139950
836,20,4,60,9600,2,2,4,4,1,5,1,19,3,3,1,3,4,7,1950,1995,2,2,13,7,3,1,4,5,2,3,5,4,2,7,1067,2,5,2,6,1067,0,0,2,0,2,1,3,4,4,0,4,2,1996,4,2,436,6,6,3,290,0,0,0,0,0,4,5,2,0,2,2010,9,5,128000
837,30,5,90,8100,2,3,4,4,1,5,1,18,3,3,1,3,5,6,1948,1973,2,2,13,14,3,1,4,5,1,5,5,4,6,7,1559,2,3,2,6,1559,1,0,1,0,2,1,4,5,4,0,4,6,1948,4,2,812,6,6,3,0,116,230,0,0,0,4,2,2,0,6,2007,1,5,153500
838,160,5,21,1680,2,2,4,4,1,5,1,3,3,3,4,6,6,5,1973,1973,2,2,7,7,2,102,4,5,2,5,5,4,2,7,483,2,5,2,6,987,1,0,1,1,2,1,4,5,7,0,4,6,1973,4,1,264,6,6,3,0,0,0,0,0,0,4,5,2,0,11,2008,9,5,100000
839,20,4,75,9525,2,2,4,4,1,5,1,6,3,3,1,3,5,6,1995,2006,2,2,13,14,3,1,4,5,3,3,5,4,7,7,1099,2,1,2,6,1099,0,0,1,1,3,1,3,6,7,0,4,2,1999,4,1,352,6,6,3,278,0,0,0,0,0,4,5,2,0,6,2008,9,5,144000
840,50,4,70,11767,2,2,4,4,1,5,1,8,3,3,1,1,5,6,1946,1995,2,2,9,9,3,1,4,5,2,5,5,4,2,7,768,2,1,2,6,1200,0,0,1,0,3,1,4,6,7,0,4,6,1946,4,1,240,6,6,3,0,0,0,0,0,0,4,5,2,0,5,2008,9,5,130500
841,70,3,0,12155,2,2,1,4,1,5,1,23,3,3,1,6,6,8,1925,1950,2,2,14,15,3,1,4,5,1,5,5,4,2,7,672,2,5,1,6,1482,0,0,2,0,4,1,2,7,7,0,4,6,1934,4,1,400,6,6,2,0,0,254,0,0,0,4,5,2,0,3,2008,9,5,140000
842,70,5,60,10440,2,1,4,4,1,5,1,18,3,3,1,6,5,8,1904,2002,2,2,9,9,3,1,4,5,3,5,5,4,7,7,650,2,3,2,6,1539,0,0,2,0,3,1,3,8,7,1,5,6,1983,4,2,686,3,6,2,70,78,68,0,0,0,4,5,2,0,6,2008,9,5,157500
843,80,4,82,9020,2,2,4,4,1,5,1,13,3,3,1,8,6,7,1966,1966,2,2,7,7,2,122,4,5,2,5,5,2,6,1,1127,2,5,2,6,1165,1,0,1,1,3,1,4,6,7,0,4,2,1966,3,2,490,3,3,3,0,129,0,0,0,0,4,1,2,0,5,2008,9,5,174900
844,90,4,80,8000,2,2,4,4,1,1,1,13,1,3,3,3,5,4,1961,1961,2,2,4,4,3,1,4,5,2,5,5,4,7,7,1800,2,1,1,6,1800,0,0,2,0,6,2,4,10,7,0,4,7,0,2,0,0,4,4,3,0,0,0,0,0,0,4,5,2,0,7,2007,9,5,141000
845,50,5,100,12665,2,1,1,4,1,5,1,18,1,3,1,1,5,8,1915,1950,2,2,14,15,3,1,4,5,1,5,5,3,7,7,876,2,3,2,6,1416,0,0,1,1,4,1,4,7,7,1,3,6,1949,4,3,720,6,6,3,418,0,194,0,0,0,4,5,2,0,6,2008,9,5,153900
846,85,4,0,16647,2,2,1,4,1,2,1,19,6,3,1,7,5,5,1975,1981,2,2,7,7,3,1,4,5,2,3,5,2,1,7,1390,2,5,2,6,1701,1,0,2,0,3,1,4,6,4,2,6,3,1975,1,2,611,6,6,3,0,0,0,0,0,0,4,5,2,0,1,2007,9,5,171000
847,60,4,75,9317,2,2,4,4,1,5,1,20,3,3,1,6,7,5,1993,1993,2,2,7,7,2,85,3,5,3,3,5,4,1,7,740,2,1,2,6,1775,1,0,2,1,3,1,3,7,7,1,6,2,1993,4,2,425,6,6,3,234,72,192,0,0,0,4,5,2,0,7,2009,9,5,213000
848,20,4,36,15523,2,2,1,4,1,2,1,6,3,3,1,3,5,6,1972,1972,2,2,7,11,3,1,4,5,2,5,5,1,2,7,864,2,1,2,6,864,1,0,1,0,3,1,4,5,7,1,2,2,1972,4,1,338,6,6,3,0,0,0,0,0,0,4,5,2,0,8,2009,9,5,133500
849,50,4,75,45600,2,2,2,1,1,5,1,5,3,3,1,1,6,8,1908,1997,2,2,14,15,3,1,4,5,1,5,5,4,7,7,907,2,5,2,6,2358,0,0,3,0,5,1,4,10,7,1,3,6,1908,4,2,360,2,6,3,486,40,0,0,175,0,4,5,2,0,9,2008,9,5,240000
850,80,4,80,9600,2,2,4,4,1,3,1,25,2,3,1,8,6,7,1976,1994,4,2,10,11,2,225,3,3,2,5,5,4,7,7,528,2,1,2,6,1855,0,0,2,1,3,1,4,7,7,1,6,2,1976,3,2,512,6,6,3,113,100,0,0,0,0,4,5,2,0,8,2007,9,5,187000
851,120,5,36,4435,2,2,4,4,1,5,1,6,3,3,5,3,6,5,2003,2003,2,2,13,14,2,113,3,5,3,3,5,1,3,7,848,2,1,2,6,848,1,0,1,0,1,1,3,3,7,0,4,2,2003,1,2,420,6,6,3,140,0,0,0,0,0,4,5,2,0,11,2007,9,5,131500
852,120,4,0,3196,2,2,4,4,1,5,1,1,3,3,5,3,8,5,2003,2003,2,2,13,14,2,17,3,5,3,3,5,2,7,7,1273,2,1,2,6,1456,0,0,2,0,2,1,3,7,7,1,6,2,2003,1,2,400,6,6,3,143,20,0,0,0,0,4,5,2,0,5,2006,9,5,215000
853,75,4,53,7128,2,2,4,4,1,5,1,7,3,3,1,5,7,5,1941,1950,2,2,9,9,3,1,4,3,2,5,5,4,6,7,918,2,3,2,6,1646,0,0,2,0,4,1,4,7,7,2,3,6,1941,4,1,240,6,6,3,0,0,0,0,126,0,4,3,2,0,8,2007,9,5,164000
854,80,4,0,12095,2,2,1,4,1,1,1,13,3,3,1,8,6,6,1964,1964,2,2,9,7,2,70,4,3,2,5,5,2,6,7,1127,2,5,2,6,1445,0,0,1,1,3,1,4,7,7,1,2,2,1964,3,2,645,6,6,3,180,0,0,0,0,0,4,3,2,0,8,2009,9,5,158000
855,20,4,102,17920,2,2,4,4,1,5,1,19,3,3,1,3,5,4,1955,1974,4,2,14,11,3,1,4,5,2,5,5,3,1,6,1763,2,5,2,6,1779,1,0,1,1,3,1,4,6,7,1,3,2,1955,4,2,454,6,6,3,0,418,0,0,312,0,4,5,2,0,7,2006,9,1,170000
856,20,4,0,6897,2,2,1,4,1,1,1,19,3,3,1,3,5,8,1962,2010,2,2,7,7,3,1,4,3,2,5,5,4,1,7,1040,2,1,2,6,1040,1,0,1,1,3,1,4,6,7,0,4,6,1962,4,1,260,6,6,3,0,104,0,0,0,0,4,5,2,0,4,2010,9,5,127000
857,80,4,0,10970,2,2,1,3,1,5,2,6,3,3,1,8,6,6,1978,1978,2,2,10,7,3,1,4,5,2,3,2,2,3,4,940,2,5,2,6,1026,1,0,1,0,3,1,4,5,7,0,4,6,1981,4,2,576,6,2,3,0,0,34,0,0,0,4,3,2,0,10,2008,9,5,147000
858,60,4,65,8125,2,2,4,4,1,5,1,9,3,3,1,6,6,5,1994,1995,2,2,7,7,3,1,4,5,3,3,5,4,7,7,702,2,3,2,6,1481,0,0,2,1,3,1,4,6,7,1,6,2,1994,1,2,343,6,6,3,0,36,0,0,0,0,4,5,2,0,3,2009,9,5,174000
